,Book,Chapter,Verse,Original Text,Formatted Text
111,CHAPTER X,1.0,5.0," Thyself alone dost know, Maker Supreme! Master of all the living! Lord of Gods! King of the Universe! To Thee alone Belongs to tell the heavenly excellence Of those perfections wherewith Thou dost fill These worlds of Thine; Pervading, Immanent!", thyself alone dost know  maker supreme  master of all the living  lord of gods  king of the universe  to thee alone belongs to tell the heavenly excellence of those perfections wherewith thou dost fill these worlds of thine  pervading  immanent 
112,CHAPTER X,1.0,6.0," How shall I learn, Supremest Mystery! To know Thee, though I muse continually? Under what form of Thine unnumbered forms Mayst Thou be grasped? Ah! yet again recount, Clear and complete, Thy great appearances, The secrets of Thy Majesty and Might, Thou High Delight of Men! Never enough Can mine ears drink the Amrit of such words!", how shall i learn  supremest mystery  to know thee  though i muse continually  under what form of thine unnumbered forms mayst thou be grasped  ah  yet again recount  clear and complete  thy great appearances  the secrets of thy majesty and might  thou high delight of men  never enough can mine ears drink the amrit of such words 
113,CHAPTER X,1.0,7.0," Krishna. Hanta! So be it! Kuru Prince! I will to thee unfold Some portions of My Majesty, whose powers are manifold! I am the Spirit seated deep in every creature's heart; From Me they come; by Me they live; at My word they depart! Vishnu of the Adityas I am, those Lords of Light; Maritchi of the Maruts, the Kings of Storm and Blight;", krishna  hanta  so be it  kuru prince  i will to thee unfold some portions of my majesty  whose powers are manifold  i am the spirit seated deep in every creature s heart  from me they come  by me they live  at my word they depart  vishnu of the adityas i am  those lords of light  maritchi of the maruts  the kings of storm and blight 
114,CHAPTER X,1.0,8.0," By day I gleam, the golden Sun of burning cloudless Noon; By Night, amid the asterisms I glide, the dappled Moon! Of Vedas I am Sama-Ved, of gods in Indra's Heaven Vasava; of the faculties to living beings given The mind which apprehends and thinks; of Rudras Sankara; Of Yakshas and of Rakshasas, Vittesh; and Pavaka Of Vasus, and of mountain-peaks Meru; Vrihaspati Know Me 'mid planetary Powers; 'mid Warriors heavenly Skanda; of all the water-floods the Sea which drinketh each, And Bhrigu of the holy Saints, and OM of sacred speech; Of prayers the prayer ye whisper; of hills Himala's snow, And Aswattha, the fig-tree, of all the trees that grow; Of the Devarshis, Narada; and Chitrarath of them That sing in Heaven, and Kapila of Munis, and the gem Of flying steeds, Uchchaisravas, from Amrit-wave which burst; Of elephants Airavata; of males the Best and First; Of weapons Heav'n's hot thunderbolt; of cows white Kamadhuk, From whose great milky udder-teats all hearts' desires are strook; Vasuki of the serpent-tribes, round Mandara entwined; And thousand-fanged Ananta, on whose broad coils reclined Leans Vishnu; and of water-things Varuna; Aryam Of Pitris, and, of those that judge, Yama the Judge I am; Of Daityas dread Prahlada; of what metes days and years, Time's self I am; of woodland-beasts-buffaloes, deers, and bears-", by day i gleam  the golden sun of burning cloudless noon  by night  amid the asterisms i glide  the dappled moon  of vedas i am sama ved  of gods in indra s heaven vasava  of the faculties to living beings given the mind which apprehends and thinks  of rudras sankara  of yakshas and of rakshasas  vittesh  and pavaka of vasus  and of mountain peaks meru  vrihaspati know me  mid planetary powers   mid warriors heavenly skanda  of all the water floods the sea which drinketh each  and bhrigu of the holy saints  and om of sacred speech  of prayers the prayer ye whisper  of hills himala s snow  and aswattha  the fig tree  of all the trees that grow  of the devarshis  narada  and chitrarath of them that sing in heaven  and kapila of munis  and the gem of flying steeds  uchchaisravas  from amrit wave which burst  of elephants airavata  of males the best and first  of weapons heav n s hot thunderbolt  of cows white kamadhuk  from whose great milky udder teats all hearts  desires are strook  vasuki of the serpent tribes  round mandara entwined  and thousand fanged ananta  on whose broad coils reclined leans vishnu  and of water things varuna  aryam of pitris  and  of those that judge  yama the judge i am  of daityas dread prahlada  of what metes days and years  time s self i am  of woodland beasts buffaloes  deers  and bears 
115,CHAPTER X,1.0,9.0," The lordly-painted tiger; of birds the vast Garud, The whirlwind 'mid the winds; 'mid chiefs Rama with blood imbrued, Makar 'mid fishes of the sea, and Ganges 'mid the streams; Yea! First, and Last, and Centre of all which is or seems I am, Arjuna! Wisdom Supreme of what is wise, Words on the uttering lips I am, and eyesight of the eyes, And ""A"" of written characters, Dwandwa of knitted speech, And Endless Life, and boundless Love, whose power sustaineth each; And bitter Death which seizes all, and joyous sudden Birth, Which brings to light all beings that are to be on earth; And of the viewless virtues, Fame, Fortune, Song am I, And Memory, and Patience; and Craft, and Constancy:", the lordly painted tiger  of birds the vast garud  the whirlwind  mid the winds   mid chiefs rama with blood imbrued  makar  mid fishes of the sea  and ganges  mid the streams  yea  first  and last  and centre of all which is or seems i am  arjuna  wisdom supreme of what is wise  words on the uttering lips i am  and eyesight of the eyes  and  a  of written characters  dwandwa of knitted speech  and endless life  and boundless love  whose power sustaineth each  and bitter death which seizes all  and joyous sudden birth  which brings to light all beings that are to be on earth  and of the viewless virtues  fame  fortune  song am i  and memory  and patience  and craft  and constancy 
116,CHAPTER X,1.0,10.0," Of Vedic hymns the Vrihatsam, of metres Gayatri, Of months the Margasirsha, of all the seasons three The flower-wreathed Spring; in dicer's-play the conquering Double-Eight; The splendour of the splendid, and the greatness of the great, Victory I am, and Action! and the goodness of the good, And Vasudev of Vrishni's race, and of this Pandu brood Thyself!--Yea, my Arjuna! thyself; for thou art Mine! ", of vedic hymns the vrihatsam  of metres gayatri  of months the margasirsha  of all the seasons three the flower wreathed spring  in dicer s play the conquering double eight  the splendour of the splendid  and the greatness of the great  victory i am  and action  and the goodness of the good  and vasudev of vrishni s race  and of this pandu brood thyself   yea  my arjuna  thyself  for thou art mine  
117,CHAPTER X,1.0,11.0," Of poets Usana, of saints Vyasa, sage divine; The policy of conquerors, the potency of kings, The great unbroken silence in learning's secret things; The lore of all the learned, the seed of all which springs. Living or lifeless, still or stirred, whatever beings be, None of them is in all the worlds, but it exists by Me! Nor tongue can tell, Arjuna! nor end of telling come Of these My boundless glories, whereof I teach thee some; For wheresoe'er is wondrous work, and majesty, and might, From Me hath all proceeded. Receive thou this aright! Yet how shouldst thou receive, O Prince! the vastness of this word? I, who am all, and made it all, abide its separate Lord!", of poets usana  of saints vyasa  sage divine  the policy of conquerors  the potency of kings  the great unbroken silence in learning s secret things  the lore of all the learned  the seed of all which springs  living or lifeless  still or stirred  whatever beings be  none of them is in all the worlds  but it exists by me  nor tongue can tell  arjuna  nor end of telling come of these my boundless glories  whereof i teach thee some  for wheresoe er is wondrous work  and majesty  and might  from me hath all proceeded  receive thou this aright  yet how shouldst thou receive  o prince  the vastness of this word  i  who am all  and made it all  abide its separate lord 
118,CHAPTER XI,1.0,1.0," Arjuna. This, for my soul's peace, have I heard from Thee, The unfolding of the Mystery Supreme Named Adhyatman; comprehending which, My darkness is dispelled; for now I know-- O Lotus-eyed!--whence is the birth of men, And whence their death, and what the majesties Of Thine immortal rule. Fain would I see, As thou Thyself declar'st it, Sovereign Lord! The likeness of that glory of Thy Form Wholly revealed. O Thou Divinest One! If this can be, if I may bear the sight, Make Thyself visible, Lord of all prayers! Show me Thy very self, the Eternal God!", arjuna  this  for my soul s peace  have i heard from thee  the unfolding of the mystery supreme named adhyatman  comprehending which  my darkness is dispelled  for now i know   o lotus eyed   whence is the birth of men  and whence their death  and what the majesties of thine immortal rule  fain would i see  as thou thyself declar st it  sovereign lord  the likeness of that glory of thy form wholly revealed  o thou divinest one  if this can be  if i may bear the sight  make thyself visible  lord of all prayers  show me thy very self  the eternal god 
119,CHAPTER XI,1.0,2.0," Krishna. Gaze, then, thou Son of Pritha! I manifest for thee Those hundred thousand thousand shapes that clothe my Mystery: I show thee all my semblances, infinite, rich, divine, My changeful hues, my countless forms. See! in this face of mine, Adityas, Vasus, Rudras, Aswins, and Maruts; see Wonders unnumbered, Indian Prince! revealed to none save thee. Behold! this is the Universe!--Look! what is live and dead I gather all in one--in Me! Gaze, as thy lips have said, On GOD ETERNAL, VERY GOD! See Me! see what thou prayest! Thou canst not!--nor, with human eyes, Arjuna! ever mayest! Therefore I give thee sense divine. Have other eyes, new light! And, look! This is My glory, unveiled to mortal sight!", krishna  gaze  then  thou son of pritha  i manifest for thee those hundred thousand thousand shapes that clothe my mystery  i show thee all my semblances  infinite  rich  divine  my changeful hues  my countless forms  see  in this face of mine  adityas  vasus  rudras  aswins  and maruts  see wonders unnumbered  indian prince  revealed to none save thee  behold  this is the universe   look  what is live and dead i gather all in one  in me  gaze  as thy lips have said  on god eternal  very god  see me  see what thou prayest  thou canst not   nor  with human eyes  arjuna  ever mayest  therefore i give thee sense divine  have other eyes  new light  and  look  this is my glory  unveiled to mortal sight 
120,CHAPTER XI,1.0,3.0," Sanjaya. Then, O King! the God, so saying, Stood, to Pritha's Son displaying All the splendour, wonder, dread Of His vast Almighty-head. Out of countless eyes beholding, Out of countless mouths commanding, Countless mystic forms enfolding In one Form: supremely standing Countless radiant glories wearing, Countless heavenly weapons bearing, Crowned with garlands of star-clusters, Robed in garb of woven lustres, Breathing from His perfect Presence Breaths of every subtle essence Of all heavenly odours; shedding Blinding brilliance; overspreading-- Boundless, beautiful--all spaces With His all-regarding faces; So He showed! If there should rise Suddenly within the skies Sunburst of a thousand suns Flooding earth with beams undeemed-of, Then might be that Holy One's Majesty and radiance dreamed of! ", sanjaya  then  o king  the god  so saying  stood  to pritha s son displaying all the splendour  wonder  dread of his vast almighty head  out of countless eyes beholding  out of countless mouths commanding  countless mystic forms enfolding in one form  supremely standing countless radiant glories wearing  countless heavenly weapons bearing  crowned with garlands of star clusters  robed in garb of woven lustres  breathing from his perfect presence breaths of every subtle essence of all heavenly odours  shedding blinding brilliance  overspreading   boundless  beautiful  all spaces with his all regarding faces  so he showed  if there should rise suddenly within the skies sunburst of a thousand suns flooding earth with beams undeemed of  then might be that holy one s majesty and radiance dreamed of  
121,CHAPTER XI,1.0,4.0," So did Pandu's Son behold All this universe enfold All its huge diversity Into one vast shape, and be Visible, and viewed, and blended In one Body--subtle, splendid, Nameless--th' All-comprehending God of Gods, the Never-Ending Deity!", so did pandu s son behold all this universe enfold all its huge diversity into one vast shape  and be visible  and viewed  and blended in one body  subtle  splendid  nameless  th  all comprehending god of gods  the never ending deity 
122,CHAPTER XI,1.0,5.0," But, sore amazed, Thrilled, o'erfilled, dazzled, and dazed, Arjuna knelt; and bowed his head, And clasped his palms; and cried, and said:", but  sore amazed  thrilled  o erfilled  dazzled  and dazed  arjuna knelt  and bowed his head  and clasped his palms  and cried  and said 
123,CHAPTER XI,1.0,6.0," Arjuna. Yea! I have seen! I see! Lord! all is wrapped in Thee! The gods are in Thy glorious frame! the creatures Of earth, and heaven, and hell In Thy Divine form dwell, And in Thy countenance shine all the features Of Brahma, sitting lone Upon His lotus-throne; Of saints and sages, and the serpent races Ananta, Vasuki; Yea! mightiest Lord! I see Thy thousand thousand arms, and breasts, and faces, And eyes,--on every side Perfect, diversified; And nowhere end of Thee, nowhere beginning, Nowhere a centre! Shifts-- Wherever soul's gaze lifts-- Thy central Self, all-wielding, and all-winning!", arjuna  yea  i have seen  i see  lord  all is wrapped in thee  the gods are in thy glorious frame  the creatures of earth  and heaven  and hell in thy divine form dwell  and in thy countenance shine all the features of brahma  sitting lone upon his lotus throne  of saints and sages  and the serpent races ananta  vasuki  yea  mightiest lord  i see thy thousand thousand arms  and breasts  and faces  and eyes   on every side perfect  diversified  and nowhere end of thee  nowhere beginning  nowhere a centre  shifts   wherever soul s gaze lifts   thy central self  all wielding  and all winning 
124,CHAPTER XI,1.0,7.0," Infinite King! I see The anadem on Thee, The club, the shell, the discus; see Thee burning In beams insufferable, Lighting earth, heaven, and hell With brilliance blazing, glowing, flashing; turning Darkness to dazzling day, Look I whichever way; Ah, Lord! I worship Thee, the Undivided, The Uttermost of thought, The Treasure-Palace wrought To hold the wealth of the worlds; the Shield provided To shelter Virtue's laws; The Fount whence Life's stream draws All waters of all rivers of all being: The One Unborn, Unending: Unchanging and Unblending!", infinite king  i see the anadem on thee  the club  the shell  the discus  see thee burning in beams insufferable  lighting earth  heaven  and hell with brilliance blazing  glowing  flashing  turning darkness to dazzling day  look i whichever way  ah  lord  i worship thee  the undivided  the uttermost of thought  the treasure palace wrought to hold the wealth of the worlds  the shield provided to shelter virtue s laws  the fount whence life s stream draws all waters of all rivers of all being  the one unborn  unending  unchanging and unblending 
125,CHAPTER XI,1.0,8.0," With might and majesty, past thought, past seeing! Silver of moon and gold Of sun are glories rolled From Thy great eyes; Thy visage, beaming tender Throughout the stars and skies, Doth to warm life surprise Thy Universe. The worlds are filled with wonder Of Thy perfections! Space Star-sprinkled, and void place From pole to pole of the Blue, from bound to bound, Hath Thee in every spot, Thee, Thee!--Where Thou art not, O Holy, Marvellous Form! is nowhere found!", with might and majesty  past thought  past seeing  silver of moon and gold of sun are glories rolled from thy great eyes  thy visage  beaming tender throughout the stars and skies  doth to warm life surprise thy universe  the worlds are filled with wonder of thy perfections  space star sprinkled  and void place from pole to pole of the blue  from bound to bound  hath thee in every spot  thee  thee   where thou art not  o holy  marvellous form  is nowhere found 
126,CHAPTER XI,1.0,9.0," O Mystic, Awful One! At sight of Thee, made known, The Three Worlds quake; the lower gods draw nigh Thee; They fold their palms, and bow Body, and breast, and brow, And, whispering worship, laud and magnify Thee! Rishis and Siddhas cry ""Hail! Highest Majesty!""", o mystic  awful one  at sight of thee  made known  the three worlds quake  the lower gods draw nigh thee  they fold their palms  and bow body  and breast  and brow  and  whispering worship  laud and magnify thee  rishis and siddhas cry  hail  highest majesty  
127,CHAPTER XI,1.0,10.0," From sage and singer breaks the hymn of glory In dulcet harmony, Sounding the praise of Thee; While countless companies take up the story, Rudras, who ride the storms, Th' Adityas' shining forms, Vasus and Sadhyas, Viswas, Ushmapas; Maruts, and those great Twins The heavenly, fair, Aswins, Gandharvas, Rakshasas, Siddhas, and Asuras,-- These see Thee, and revere In sudden-stricken fear;", from sage and singer breaks the hymn of glory in dulcet harmony  sounding the praise of thee  while countless companies take up the story  rudras  who ride the storms  th  adityas  shining forms  vasus and sadhyas  viswas  ushmapas  maruts  and those great twins the heavenly  fair  aswins  gandharvas  rakshasas  siddhas  and asuras    these see thee  and revere in sudden stricken fear 
128,CHAPTER XI,1.0,11.0," Yea! the Worlds,--seeing Thee with form stupendous, With faces manifold, With eyes which all behold, Unnumbered eyes, vast arms, members tremendous, Flanks, lit with sun and star, Feet planted near and far, Tushes of terror, mouths wrathful and tender;-- The Three wide Worlds before Thee Adore, as I adore Thee, Quake, as I quake, to witness so much splendour!", yea  the worlds   seeing thee with form stupendous  with faces manifold  with eyes which all behold  unnumbered eyes  vast arms  members tremendous  flanks  lit with sun and star  feet planted near and far  tushes of terror  mouths wrathful and tender    the three wide worlds before thee adore  as i adore thee  quake  as i quake  to witness so much splendour 
129,CHAPTER XI,1.0,12.0," I mark Thee strike the skies With front, in wondrous wise Huge, rainbow-painted, glittering; and thy mouth Opened, and orbs which see All things, whatever be In all Thy worlds, east, west, and north and south. O Eyes of God! O Head!", i mark thee strike the skies with front  in wondrous wise huge  rainbow painted  glittering  and thy mouth opened  and orbs which see all things  whatever be in all thy worlds  east  west  and north and south  o eyes of god  o head 
130,CHAPTER XI,1.0,13.0," My strength of soul is fled, Gone is heart's force, rebuked is mind's desire! When I behold Thee so, With awful brows a-glow, With burning glance, and lips lighted by fire Fierce as those flames which shall Consume, at close of all, Earth, Heaven! Ah me! I see no Earth and Heaven!", my strength of soul is fled  gone is heart s force  rebuked is mind s desire  when i behold thee so  with awful brows a glow  with burning glance  and lips lighted by fire fierce as those flames which shall consume  at close of all  earth  heaven  ah me  i see no earth and heaven 
131,CHAPTER XI,1.0,14.0," Thee, Lord of Lords! I see, Thee only-only Thee! Now let Thy mercy unto me be given, Thou Refuge of the World! Lo! to the cavern hurled Of Thy wide-opened throat, and lips white-tushed, I see our noblest ones, Great Dhritarashtra's sons, Bhishma, Drona, and Karna, caught and crushed!", thee  lord of lords  i see  thee only only thee  now let thy mercy unto me be given  thou refuge of the world  lo  to the cavern hurled of thy wide opened throat  and lips white tushed  i see our noblest ones  great dhritarashtra s sons  bhishma  drona  and karna  caught and crushed 
132,CHAPTER XI,1.0,15.0," The Kings and Chiefs drawn in, That gaping gorge within; The best of both these armies torn and riven! Between Thy jaws they lie Mangled full bloodily, Ground into dust and death! Like streams down-driven With helpless haste, which go In headlong furious flow Straight to the gulfing deeps of th' unfilled ocean, So to that flaming cave Those heroes great and brave Pour, in unending streams, with helpless motion!", the kings and chiefs drawn in  that gaping gorge within  the best of both these armies torn and riven  between thy jaws they lie mangled full bloodily  ground into dust and death  like streams down driven with helpless haste  which go in headlong furious flow straight to the gulfing deeps of th  unfilled ocean  so to that flaming cave those heroes great and brave pour  in unending streams  with helpless motion 
133,CHAPTER XI,1.0,16.0," Like moths which in the night Flutter towards a light, Drawn to their fiery doom, flying and dying, So to their death still throng, Blind, dazzled, borne along Ceaselessly, all those multitudes, wild flying! Thou, that hast fashioned men, Devourest them again, One with another, great and small, alike!", like moths which in the night flutter towards a light  drawn to their fiery doom  flying and dying  so to their death still throng  blind  dazzled  borne along ceaselessly  all those multitudes  wild flying  thou  that hast fashioned men  devourest them again  one with another  great and small  alike 
134,CHAPTER XI,1.0,17.0," The creatures whom Thou mak'st, With flaming jaws Thou tak'st, Lapping them up! Lord God! Thy terrors strike From end to end of earth, Filling life full, from birth To death, with deadly, burning, lurid dread! Ah, Vishnu! make me know Why is Thy visage so? Who art Thou, feasting thus upon Thy dead? Who? awful Deity! I bow myself to Thee, Namostu Te, Devavara! Prasid! O Mightiest Lord! rehearse Why hast Thou face so fierce? Whence doth this aspect horrible proceed?", the creatures whom thou mak st  with flaming jaws thou tak st  lapping them up  lord god  thy terrors strike from end to end of earth  filling life full  from birth to death  with deadly  burning  lurid dread  ah  vishnu  make me know why is thy visage so  who art thou  feasting thus upon thy dead  who  awful deity  i bow myself to thee  namostu te  devavara  prasid  o mightiest lord  rehearse why hast thou face so fierce  whence doth this aspect horrible proceed 
135,CHAPTER XI,1.0,18.0," Krishna. Thou seest Me as Time who kills, Time who brings all to doom, The Slayer Time, Ancient of Days, come hither to consume; Excepting thee, of all these hosts of hostile chiefs arrayed, There stands not one shall leave alive the battlefield! Dismayed No longer be! Arise! obtain renown! destroy thy foes! Fight for the kingdom waiting thee when thou hast vanquished those. By Me they fall--not thee! the stroke of death is dealt them now, Even as they show thus gallantly; My instrument art thou! Strike, strong-armed Prince, at Drona! at Bhishma strike! deal death On Karna, Jyadratha; stay all their warlike breath! 'Tis I who bid them perish! Thou wilt but slay the slain; Fight! they must fall, and thou must live, victor upon this plain!", krishna  thou seest me as time who kills  time who brings all to doom  the slayer time  ancient of days  come hither to consume  excepting thee  of all these hosts of hostile chiefs arrayed  there stands not one shall leave alive the battlefield  dismayed no longer be  arise  obtain renown  destroy thy foes  fight for the kingdom waiting thee when thou hast vanquished those  by me they fall  not thee  the stroke of death is dealt them now  even as they show thus gallantly  my instrument art thou  strike  strong armed prince  at drona  at bhishma strike  deal death on karna  jyadratha  stay all their warlike breath   tis i who bid them perish  thou wilt but slay the slain  fight  they must fall  and thou must live  victor upon this plain 
136,CHAPTER XI,1.0,19.0," Sanjaya. Hearing mighty Keshav's word, Tremblingly that helmed Lord Clasped his lifted palms, and--praying Grace of Krishna--stood there, saying, With bowed brow and accents broken, These words, timorously spoken:", sanjaya  hearing mighty keshav s word  tremblingly that helmed lord clasped his lifted palms  and  praying grace of krishna  stood there  saying  with bowed brow and accents broken  these words  timorously spoken 
137,CHAPTER XI,1.0,20.0," Arjuna. Worthily, Lord of Might! The whole world hath delight In Thy surpassing power, obeying Thee; The Rakshasas, in dread At sight of Thee, are sped To all four quarters; and the company Of Siddhas sound Thy name. How should they not proclaim Thy Majesties, Divinest, Mightiest? Thou Brahm, than Brahma greater! Thou Infinite Creator! ", arjuna  worthily  lord of might  the whole world hath delight in thy surpassing power  obeying thee  the rakshasas  in dread at sight of thee  are sped to all four quarters  and the company of siddhas sound thy name  how should they not proclaim thy majesties  divinest  mightiest  thou brahm  than brahma greater  thou infinite creator  
138,CHAPTER XI,1.0,21.0," Thou God of gods, Life's Dwelling-place and Rest! Thou, of all souls the Soul! The Comprehending Whole! Of being formed, and formless being the Framer; O Utmost One! O Lord! Older than eld, Who stored The worlds with wealth of life! O Treasure-Claimer, Who wottest all, and art Wisdom Thyself! O Part In all, and All; for all from Thee have risen Numberless now I see", thou god of gods  life s dwelling place and rest  thou  of all souls the soul  the comprehending whole  of being formed  and formless being the framer  o utmost one  o lord  older than eld  who stored the worlds with wealth of life  o treasure claimer  who wottest all  and art wisdom thyself  o part in all  and all  for all from thee have risen numberless now i see
139,CHAPTER XI,1.0,22.0," The aspects are of Thee! Vayu Thou art, and He who keeps the prison Of Narak, Yama dark; And Agni's shining spark; Varuna's waves are Thy waves. Moon and starlight Are Thine! Prajapati Art Thou, and 'tis to Thee They knelt in worshipping the old world's far light, The first of mortal men.", the aspects are of thee  vayu thou art  and he who keeps the prison of narak  yama dark  and agni s shining spark  varuna s waves are thy waves  moon and starlight are thine  prajapati art thou  and  tis to thee they knelt in worshipping the old world s far light  the first of mortal men 
140,CHAPTER XI,1.0,22.0," Again, Thou God! again A thousand thousand times be magnified! Honour and worship be-- Glory and praise,--to Thee Namo, Namaste, cried on every side; Cried here, above, below, Uttered when Thou dost go, Uttered where Thou dost come! Namo! we call; Namostu! God adored! Namostu! Nameless Lord! Hail to Thee! Praise to Thee! Thou One in all; For Thou art All! Yea, Thou!", again  thou god  again a thousand thousand times be magnified  honour and worship be   glory and praise   to thee namo  namaste  cried on every side  cried here  above  below  uttered when thou dost go  uttered where thou dost come  namo  we call  namostu  god adored  namostu  nameless lord  hail to thee  praise to thee  thou one in all  for thou art all  yea  thou 
141,CHAPTER XI,1.0,23.0," Ah! if in anger now Thou shouldst remember I did think Thee Friend, Speaking with easy speech, As men use each to each; Did call Thee ""Krishna,"" ""Prince,"" nor comprehend Thy hidden majesty, The might, the awe of Thee; Did, in my heedlessness, or in my love, On journey, or in jest, Or when we lay at rest, Sitting at council, straying in the grove, Alone, or in the throng, Do Thee, most Holy! wrong, Be Thy grace granted for that witless sin!", ah  if in anger now thou shouldst remember i did think thee friend  speaking with easy speech  as men use each to each  did call thee  krishna    prince   nor comprehend thy hidden majesty  the might  the awe of thee  did  in my heedlessness  or in my love  on journey  or in jest  or when we lay at rest  sitting at council  straying in the grove  alone  or in the throng  do thee  most holy  wrong  be thy grace granted for that witless sin 
142,CHAPTER XI,1.0,24.0," For Thou art, now I know, Father of all below, Of all above, of all the worlds within Guru of Gurus; more To reverence and adore Than all which is adorable and high! ", for thou art  now i know  father of all below  of all above  of all the worlds within guru of gurus  more to reverence and adore than all which is adorable and high  
143,CHAPTER XI,1.0,25.0," How, in the wide worlds three Should any equal be? Should any other share Thy Majesty? Therefore, with body bent And reverent intent, I praise, and serve, and seek Thee, asking grace.", how  in the wide worlds three should any equal be  should any other share thy majesty  therefore  with body bent and reverent intent  i praise  and serve  and seek thee  asking grace 
144,CHAPTER XI,1.0,26.0," As father to a son, As friend to friend, as one Who loveth to his lover, turn Thy face In gentleness on me! Good is it I did see This unknown marvel of Thy Form! But fear Mingles with joy! Retake, Dear Lord! for pity's sake Thine earthly shape, which earthly eyes may bear!", as father to a son  as friend to friend  as one who loveth to his lover  turn thy face in gentleness on me  good is it i did see this unknown marvel of thy form  but fear mingles with joy  retake  dear lord  for pity s sake thine earthly shape  which earthly eyes may bear 
145,CHAPTER XI,1.0,27.0," Be merciful, and show The visage that I know; Let me regard Thee, as of yore, arrayed With disc and forehead-gem, With mace and anadem, Thou that sustainest all things! Undismayed Let me once more behold The form I loved of old, Thou of the thousand arms and countless eyes!", be merciful  and show the visage that i know  let me regard thee  as of yore  arrayed with disc and forehead gem  with mace and anadem  thou that sustainest all things  undismayed let me once more behold the form i loved of old  thou of the thousand arms and countless eyes 
146,CHAPTER XI,1.0,28.0," This frightened heart is fain To see restored again My Charioteer, in Krishna's kind disguise.", this frightened heart is fain to see restored again my charioteer  in krishna s kind disguise 
147,CHAPTER XI,1.0,29.0," Krishna. Yea! thou hast seen, Arjuna! because I loved thee well, The secret countenance of Me, revealed by mystic spell, Shining, and wonderful, and vast, majestic, manifold, Which none save thou in all the years had favour to behold;", krishna  yea  thou hast seen  arjuna  because i loved thee well  the secret countenance of me  revealed by mystic spell  shining  and wonderful  and vast  majestic  manifold  which none save thou in all the years had favour to behold 
148,CHAPTER XI,1.0,30.0," For not by Vedas cometh this, nor sacrifice, nor alms, Nor works well-done, nor penance long, nor prayers, nor chaunted psalms, That mortal eyes should bear to view the Immortal Soul unclad, Prince of the Kurus! This was kept for thee alone! Be glad!", for not by vedas cometh this  nor sacrifice  nor alms  nor works well done  nor penance long  nor prayers  nor chaunted psalms  that mortal eyes should bear to view the immortal soul unclad  prince of the kurus  this was kept for thee alone  be glad 
149,CHAPTER XI,1.0,31.0," Let no more trouble shake thy heart, because thine eyes have seen My terror with My glory. As I before have been So will I be again for thee; with lightened heart behold! Once more I am thy Krishna, the form thou knew'st of old!", let no more trouble shake thy heart  because thine eyes have seen my terror with my glory  as i before have been so will i be again for thee  with lightened heart behold  once more i am thy krishna  the form thou knew st of old 
150,CHAPTER XI,1.0,32.0," Sanjaya. These words to Arjuna spake Vasudev, and straight did take Back again the semblance dear Of the well-loved charioteer; Peace and joy it did restore When the Prince beheld once more Mighty BRAHMA's form and face Clothed in Krishna's gentle grace.", sanjaya  these words to arjuna spake vasudev  and straight did take back again the semblance dear of the well loved charioteer  peace and joy it did restore when the prince beheld once more mighty brahma s form and face clothed in krishna s gentle grace 
151,CHAPTER XI,1.0,33.0," Arjuna. Now that I see come back, Janardana! This friendly human frame, my mind can think Calm thoughts once more; my heart beats still again!", arjuna  now that i see come back  janardana  this friendly human frame  my mind can think calm thoughts once more  my heart beats still again 
152,CHAPTER XI,1.0,34.0," Krishna. Yea! it was wonderful and terrible To view me as thou didst, dear Prince! The gods Dread and desire continually to view! Yet not by Vedas, nor from sacrifice, Nor penance, nor gift-giving, nor with prayer Shall any so behold, as thou hast seen!", krishna  yea  it was wonderful and terrible to view me as thou didst  dear prince  the gods dread and desire continually to view  yet not by vedas  nor from sacrifice  nor penance  nor gift giving  nor with prayer shall any so behold  as thou hast seen 
153,CHAPTER XI,1.0,35.0," Only by fullest service, perfect faith, And uttermost surrender am I known And seen, and entered into, Indian Prince! Who doeth all for Me; who findeth Me In all; adoreth always; loveth all Which I have made, and Me, for Love's sole end That man, Arjuna! unto Me doth wend.", only by fullest service  perfect faith  and uttermost surrender am i known and seen  and entered into  indian prince  who doeth all for me  who findeth me in all  adoreth always  loveth all which i have made  and me  for love s sole end that man  arjuna  unto me doth wend 
154,CHAPTER XII,1.0,1.0," Arjuna. Lord! of the men who serve Thee--true in heart-- As God revealed; and of the men who serve, Worshipping Thee Unrevealed, Unbodied, Far, Which take the better way of faith and life?", arjuna  lord  of the men who serve thee  true in heart   as god revealed  and of the men who serve  worshipping thee unrevealed  unbodied  far  which take the better way of faith and life 
155,CHAPTER XII,1.0,2.0," Krishna. Whoever serve Me--as I show Myself-- Constantly true, in full devotion fixed, Those hold I very holy. But who serve-- Worshipping Me The One, The Invisible, The Unrevealed, Unnamed, Unthinkable, Uttermost, All-pervading, Highest, Sure-- Who thus adore Me, mastering their sense, Of one set mind to all, glad in all good, These blessed souls come unto Me.", krishna  whoever serve me  as i show myself   constantly true  in full devotion fixed  those hold i very holy  but who serve   worshipping me the one  the invisible  the unrevealed  unnamed  unthinkable  uttermost  all pervading  highest  sure   who thus adore me  mastering their sense  of one set mind to all  glad in all good  these blessed souls come unto me 
